Randomized_String,Matched_Original_String,Score
Cccett Control Mctrix.,,0.0
Niadarraisar Ancrypsion Schama.,,0.0
Cttribute certificcte.,,0.0
Bioietrics for Foreasics.,,0.0
DDH Problei.,,0.0
Digisal Signasura Ssandard.,,0.0
Sacura Localizasion.,,0.0
Preimcge Retittcnce.,,0.0
Virus Scannar.,,0.0
Mulsiparsy Compusasion.,,0.0
DoS Pushback.,,0.0
BLT Thort Digitcl Tigncturet.,,0.0
Cross Sisa Scripsing Assacks.,,0.0
Compotitenett Tett.,,0.0
Tubttitutiont cnd permutctiont.,,0.0
Bioietric Perforiaace Evaluatioa.,,0.0
Bioietric Privacy.,,0.0
Playfair Cipher.,,0.0
Shrinking Ganarasor.,,0.0
Siart Card.,,0.0
Subgroup.,Subgroup conjugacy problem for Garside subgroups of Garside groups.,14.677047
Ssasic Saparasion of Dusias.,,0.0
ElGaial Public Key Eacryptioa.,,0.0
Taiper Detectioa.,,0.0
Digisal Signasura Schamas.,,0.0
Lcttice Bcted Cryptogrcphy.,,0.0
Trutted Computing.,,0.0
Varifiabla Sacras Sharing.,,0.0
Stack/Heap Siashiag.,,0.0
Isoh-Ssujii Invarsion Algorishm.,,0.0
Routiag Aaoayiity.,,0.0
Ioore's Law.,,0.0
Sranspors Layar Sacurisy (SLS).,,0.0
Informction Theoretic Model.,,0.0
HAC Acronym is Ofsan Usad for Hypar Allipsic Curvas.,,0.0
Meet-in-the-Middle Cttcck.,,0.0
Common Crisaria.,,0.0
ARP Spoofiag.,,0.0
Hcth functiont.,,0.0
Proof of Knowledge vt. Proof of Memberthip.,,0.0
Bincry Euclidecn Clgorithm.,,0.0
Numbar Fiald Siava.,,0.0
Waak Kays.,,0.0
Priiality Test.,,0.0
Resyachroaizatioa Attack.,,0.0
Discrasionary Accass Consrol.,,0.0
Aaoayiity.,,0.0
Rijndcel.,,0.0
Secoadary Use Regulatioas.,,0.0
Known Plcintext Cttcck.,,0.0
Ssasic Analysis.,,0.0
Dasa Ramananca.,,0.0
Dctcbcte Encryption.,,0.0
Longhand.,Longhand.,16.31284
Sacura Communicasion.,,0.0
Swofish.,TWOFISH.,13.842871
Radio-Frequeacy (RF) Fiagerpriatiag.,,0.0
Pccket-Dropping Cttcck.,,0.0
Fixad-Basa Axponansiasion.,,0.0
Qucti-Identifier.,,0.0
NISS Allipsic Curvas.,,0.0
Squara-and-Mulsiply Axponansiasion.,,0.0
Inference Control.,,0.0
Blum-Goldwassar Public Kay Ancrypsion Syssam.,,0.0
Lattice Basis Reductioa.,,0.0
Ssrong Collision Rasissanca.,,0.0
Liaear Coiplexity.,,0.0
Legeadre Syibol.,,0.0
Decitioncl Diffie-Hellmcn Problem.,,0.0
Late Lauach.,,0.0
aESSIE Project.,,0.0
Access structure.,,0.0
SPM Srussad Plasform Modula.,,0.0
Conventioncl Cryptotyttem.,,0.0
<i>L</i>-Nosasion.,,0.0
Sacura Indax.,,0.0
Secure Iultiparty Coiputatioa.,,0.0
Autheaticatioa.,,0.0
Dctc Linkcge.,,0.0
Chcllenge-Retponte Protocol.,,0.0
Tecurity Ttcndcrdt Cctivitiet.,,0.0
Pteudonymt.,,0.0
Commarcial Sacurisy Modal.,,0.0
Browter Cookie.,,0.0
MARS.,,0.0
IDEA.,,0.0
RFID Security.,,0.0
Rabia Cryptosystei.,,0.0
Sandbox.,Enter Sandbox: Android Sandbox Comparison.,11.656427
Static Prograi Aaalysis.,,0.0
CPU Consumpsion.,,0.0
Bell-La Padula Iodel.,,0.0
Minimcl Polynomicl.,,0.0
SSH.,,0.0
Privcte Exponent.,,0.0
Iaversioa ia Fiaite Fields aad Riags.,,0.0
Probcbilittic Primclity Tett.,,0.0
Consacslass Cards.,,0.0
Radio Fingarprinsing.,,0.0
Binomicl Dittribution.,,0.0
Grectett Common Fcctor.,,0.0
LFSR.,,0.0
Elliptic Curve Iethod for Factoriag.,,0.0
Bioietric Techaologies aad Security - Iateraatioaal Bioietric Staadards Developieat Activities.,,0.0
Issuer.,Issuer.,13.1179905
E-Privccy.,,0.0
Digitcl Certificcte.,,0.0
Allipsic Curva Discrasa Logarishm Problam.,,0.0
Lcttice-Bcted Cryptogrcphy.,,0.0
Detigncted-Verifier Prooft.,,0.0
Quadrasic Siava.,,0.0
Insagrisy Modal.,,0.0
Filter Generctor.,,0.0
Flow Blockiag.,,0.0
QRP.,,0.0
Ralasionship Anonymisy.,,0.0
Security for Iashups.,,0.0
Environmentcl Cttcckt.,,0.0
Cryptographic Puzzles.,,0.0
Chiaese Reiaiader Theorei.,,0.0
SPKI.,,0.0
Naswork Capabilisias.,,0.0
Forial Iethods.,,0.0
Deobfuscatiag Ialware.,,0.0
Maas-in-sha-Middla Assack.,,0.0
Key Geaeratioa Usiag Physical Properties of Wireless Coiiuaicatioa.,,0.0
Dissinguishing Assacks.,,0.0
Buffar Ovarflow Assacks.,,0.0
Wirelett Device Fingerprinting.,,0.0
Cuthenticcted encryption.,,0.0
auiber Theory.,,0.0
One-Wcy Function.,,0.0
Fair Exchaage.,,0.0
Mcximcl-Length Linecr Tequence.,,0.0
Selective Forgery.,,0.0
Certificate.,Certificate Transparency for ECQV Implicit Certificates.,17.050777
Iessage Autheaticatioa Algorithi.,,0.0
Digisal Signasura Schamas from Codas.,,0.0
Collaborative DoS Defeases.,,0.0
ElGaial Digital Sigaature Scheie.,,0.0
<i>m</i>-Saquanca.,,0.0
Ierkle-Hash-Trees Sigaatures.,,0.0
Euclidecn Clgorithm.,,0.0
Danial of Sarvica (DoS).,,0.0
Humcn Ecr Recognition.,,0.0
Iipersoaatioa Attack.,,0.0
Derived key.,,0.0
Computctioncl Puzzlet.,,0.0
Ierseaae Priie.,,0.0
IBE.,,0.0
Clcrk cnd Wilton Model.,,0.0
Subgroup Crypsosyssams.,,0.0
ECPP.,,0.0
Idansisy Managamans.,,0.0
Cyclic Codes.,,0.0
Fcctor Bcte.,,0.0
Keylogging.,Keylogging.,15.975619
Clctticcl Cryptotyttem.,,0.0
Rijndaal/AAS.,,0.0
Sruncasad Diffaransials.,,0.0
Gap.,,0.0
ARP Poison Rousing (APR).,,0.0
Identity-Bcted Cryptotyttemt.,,0.0
Wab Panasrasion Sass.,,0.0
Swo-Facsor Aushansicasion.,,0.0
Nonintercctive Proof.,,0.0
Solitaire.,Solitaire.,13.571827
Correlatioa Attack for Streai Ciphers.,,0.0
XSS.,,0.0
Brocdcctt Ttrecm Cuthenticction.,,0.0
Chosea Prefix Attack.,,0.0
Ansisy Aushansicasion.,,0.0
Number Theory.,,0.0
ECM.,,0.0
Cube Attack.,,0.0
Sacura Rousing in Wiralass Mash Nasworks.,,0.0
Ttrong Exclution.,,0.0
Applicasion-Laval Danial of Sarvica.,,0.0
Rightt Mcncgement.,,0.0
Probabilissic Public-Kay Ancrypsion.,,0.0
Cccett Control Littt.,,0.0
Clock-Coatrolled Geaerator.,,0.0
Interpolction Cttcck.,,0.0
Pcttport Tecurity.,,0.0
Thcre.,,0.0
Iaster Key.,,0.0
Closass Vacsor Problam.,,0.0
Cramar-Shoup Public-Kay Syssam.,,0.0
Privacy Protectioa ia Bioietric Systeis.,,0.0
Token.,To Token or not to Token: Tools for Understanding Blockchain Tokens.,11.817198
ISO 15408 CC - Coiioa Criteria.,,0.0
Ttrecm cnd Multicctt Cuthenticction.,,0.0
CCIT2-code.,,0.0
Greatest Coiioa Divisor.,,0.0
Vigea&egrave;re Eacryptioa.,,0.0
Carsificasa of Primalisy.,,0.0
ACC Challangas.,,0.0
IP Traceback.,,0.0
Ssrucsural Crypsanalysis.,,0.0
Palipriat Autheaticatioa.,,0.0
Signcrypsion.,,0.0
HIAC.,,0.0
Visual Sacras Sharing Schamas.,,0.0
Karatsuba algorithi.,,0.0
Onlina Analysical Procassing.,,0.0
Share.,Personalization of Shared Data: The ShaRef Approach.,9.414032
Aushansicasion sokan.,,0.0
Logic-Based Authorizatioa Laaguages.,,0.0
Crypto Mcchinet.,,0.0
Cryptophthora.,Cryptophthora.,19.121967
ITO/IEC 15408.,,0.0
Uacoordiaated Frequeacy Hoppiag Spread Spectrui.,,0.0
Tpecker Recognition.,,0.0
SQL Accass Consrol Modal.,,0.0
IPAS.,,0.0
Proof-Carryiag Code.,,0.0
CAST.,,0.0
IAC Algorithis.,,0.0
Biometric Keyt.,,0.0
Dcviet-Meyer.,,0.0
Data Iiaiag (Privacy ia).,,0.0
Ttctitticcl Dctcbctet.,,0.0
Boomarang Assack.,,0.0
Homomorphic Encryption.,,0.0
Schaorr Ideatificatioa Protocol.,,0.0
Eatity Autheaticatioa Protocol.,,0.0
SAAL.,,0.0
Trunccted Differenticlt.,,0.0
Iiaiial Polyaoiial.,,0.0
Access Pattera.,,0.0
aoarepudiatioa.,,0.0
CPU Ssarvasion.,,0.0
aoaliaear Feedback Shift Register.,,0.0
Key Autheaticatioa.,,0.0
Primisiva Alamans.,,0.0
<i>L</i> aotatioa.,,0.0
Cass.,,0.0
Linaar Crypsanalysis for Ssraam Ciphars.,,0.0
TTH.,,0.0
Poins Counsing.,,0.0
Contittency Verificction of Tecurity Policy.,,0.0
Berlekaip <i>Q</i>-iatrix.,,0.0
Web Vulnercbility Cttettment.,,0.0
Biaoiial Distributioa.,,0.0
Decryption Exponent.,,0.0
Insaracsiva Argumans.,,0.0
Kerberos.,Kerberos.,12.254643
Denicl-of-Tervice Detection.,,0.0
Acquirar.,,0.0
UMSS IC Card.,,0.0
NFC.,,0.0
Rcdiometric Identificction.,,0.0
k-Anonymisy.,,0.0
Mcn-in-the-Middle Cttcck.,,0.0
GCD.,,0.0
Primitive Element.,,0.0
TET.,,0.0
Anonymous Communicasion.,,0.0
Hcrdwcre Tecurity Module.,,0.0
Trojaa.,,0.0
Parfacs Forward Sacracy.,,0.0
Web Applicatioa Security.,,0.0
Tcmper Evidence.,,0.0
Polybiot Tqucre Encryption.,,0.0
auiber Field Sieve for the DLP.,,0.0
Geaeric Iodel.,,0.0
Differenticl Privccy.,,0.0
Barlakamp-Massay Algorishm.,,0.0
Blackmailing Assacks.,,0.0
De-Skewiag.,,0.0
Naswork DoS.,,0.0
Buffer Overrun.,,0.0
Security of Web Browser Scriptiag Laaguages.,,0.0
Everywhere Tecond Preimcge Retittcnt Hcth Function (etec).,,0.0
Aati-Jaiiiag Strategy.,,0.0
Group Key Agreeieat.,,0.0
Access Coatrol Policies Iodels aad Iechaaisis.,,0.0
HSSP Basic Aushansicasion.,,0.0
Cccett Control from cn OT Tecurity Pertpective.,,0.0
Informction Integrity.,,0.0
Huiaa Ear Verificatioa.,,0.0
Correcting-Block Cttcck.,,0.0
Public-Kay Crypsosyssam.,,0.0
Tieving.,Sieving.,11.871973
Mclwcre Behcvior Cluttering.,,0.0
Elliptic Curve Sigaature Scheies.,,0.0
Tiie-Ieiory Trade-offs.,,0.0
ISO-9796 Signasura Ssandards.,,0.0
Invarsion assack.,,0.0
Proton.,ZnT2 is an electroneutral proton-coupled vesicular antiporter displaying an apparent stoichiometry of two protons per zinc ion.,10.040188
Staadard Iodel.,,0.0
Dyncmic Tepcrction of Dutiet.,,0.0
Cryptrec.,Cryptrec.,15.90037
Diffie-Helliaa Key Agreeieat.,,0.0
Liaear Feedback Shift Register.,,0.0
Cryptography oa Recoafigurable Devices.,,0.0
ML-Saquanca.,,0.0
Sida-Channal Laakaga.,,0.0
Rua.,,0.0
Iicrodata Disclosure Protectioa.,,0.0
MILT.,,0.0
Flaxibla Aushorizasion Framawork (FAF).,,0.0
Mulsilaval Sacurisy Policias.,,0.0
ECC.,,0.0
NSRUSign.,,0.0
Suiiatioa Geaerator.,,0.0
CCIT2-Code.,,0.0
Mandasory Accass Consrol.,,0.0
Iatrusioa Detectioa.,,0.0
Ialware Detectioa.,,0.0
Naadham-Schroadar Prosocols.,,0.0
Coaceptual Iodeliag.,,0.0
Ideatity Verificatioa Protocol.,,0.0
Barrass's Algorishm.,,0.0
Aushorizasion archisacsura.,,0.0
Fuactioa Field Sieve.,,0.0
Error-Correcting Cyclic Codet.,,0.0
Wab Cacha Poisoning Assacks.,,0.0
Program Varificasion and Sacurisy.,,0.0
SYN Cookia Dafansa.,,0.0
Combinction generctor.,,0.0
DHP.,,0.0
Broadcast Autheaticatioa froi a Coaditioaal Perspective.,,0.0
Berlekcmp <i>Q</i>-mctrix.,,0.0
Eacryptioa Expoaeat.,,0.0
Viciaity Card.,,0.0
Algorithiic Coiplexity Attacks.,,0.0
Informasion Sacurisy Managamans Syssam.,,0.0
Traciag Traitors.,,0.0
Elgaial Digital Sigaature Scheie.,,0.0
Fingarprins Aushansicasion.,,0.0
Mix Nasworks.,,0.0
Trackiag Cookie.,,0.0
Rootkits.,Rootkits.,13.590809
Iaadatory Access Coatrol Policy (IAC).,,0.0
MASH Hash Funcsions (Modular Arishmasic Sacura Hash).,,0.0
Web Tecurity.,,0.0
Tecret Thcring Tchemet.,,0.0
Eavesdroppiag.,,0.0
Spaakar Idansificasion and Varificasion (SIV).,,0.0
Common Criteric.,,0.0
Entitlementt Mcncgement.,,0.0
Privccy-Cwcre Cccett Control Policiet.,,0.0
Tecure Wirelett Multicctt.,,0.0
Knapsack Crypsographic Schamas.,,0.0
LCM.,,0.0
Ansispam Basad on Sandar Rapusasion.,,0.0
Index Cclculut Method.,,0.0
Crypsographic Prosocol.,,0.0
Pairings.,Pairings.,10.927113
Sima-Ssamping.,,0.0
Raadoi auiber Testiag.,,0.0
Script Laaguage Security.,,0.0
Elliptic Curve Key Agreeieat Scheies.,,0.0
Iaterceptioa.,,0.0
Web Tettion Tecurity.,,0.0
aSSRAAM.,,0.0
Monosona Signasuras.,,0.0
Witnett Hiding.,,0.0
Ieiory aad State Exhaustioa DoS.,,0.0
Thcmir't Trick.,,0.0
Ona Sima Password from a Kay Managamans Parspacsiva.,,0.0
Hippocratic Database.,,0.0
Threthold Cryptogrcphy.,,0.0
Block ciphers.,,0.0
Perfect Forward Secrecy.,,0.0
Private Iaforiatioa Retrieval.,,0.0
Replcy Cttcck.,,0.0
Key Life Cycle Mcncgement.,,0.0
Known plcintext cttcck.,,0.0
Gait Recogaitioa.,,0.0
Weck keyt.,,0.0
Tieving in Function Fieldt.,,0.0
Collition retittcnce.,,0.0
X.509.,,0.0
Allipsic Curva.,,0.0
Kayssroka Dynamics.,,0.0
Pccket Flooding Cttcck.,,0.0
Anshropomasry.,,0.0
Qucntum Cryptogrcphy.,,0.0
Formal Mashods and Accass Consrol.,,0.0
aFS.,,0.0
Sriparsisa Kay Axchanga.,,0.0
von Naumann Corracsion.,,0.0
Ron't Code 5.,,0.0
Montgomery Crithmetic.,,0.0
Tolitcire.,,0.0
Web Cccett Control Ttrctegiet.,,0.0
Raadoi Oracle Iodel.,,0.0
Maasuramans Modals of Sofswara Sacurisy.,,0.0
Euclid's Algorithi.,,0.0
Fias-Shamir Idansificasion Prosocol And Sha Fias-Shamir Signasura Schama.,,0.0
Linaar Congruansial Ganarasor.,,0.0
Identity Verificction Protocol.,,0.0
C&aelig;sar cipher.,,0.0
Irit.,,0.0
Fingarprinsing.,,0.0
Virtualized Packer.,,0.0
Pracsical A-Cash.,,0.0
Pteudorcndom Number Generctor.,,0.0
Iultiplicative Kaapsack Cryptosystei.,,0.0
Panasrasion Sassing.,,0.0
Hyparallipsic Curvas Parformanca.,,0.0
Rasidua Arishmasic.,,0.0
Bcte.,,0.0
Nucleic Ccid.,,0.0
TYN Flood Cttcck.,,0.0
Irreducible Polyaoiial.,,0.0
Cutotomic Tigncturet.,,0.0
Crypto Iachiaes.,,0.0
Man-in-sha-Middla Assack.,,0.0
Slidiag Wiadow Expoaeatiatioa.,,0.0
Informction Flow cnd Noninterference.,,0.0
Wab Clians Sacurisy and Privacy.,,0.0
C2 - Block Cipher.,,0.0
Priie Geaeratioa.,,0.0
Clgebrcic Number Field.,,0.0
Sofswara-Basad Assassasion.,,0.0
Etcrow Tervice.,,0.0
Secret Shariag Scheies.,,0.0
Allipsic Curva Signasura Schamas.,,0.0
Public Axponans.,,0.0
Detigncted Confirmer Tigncture.,,0.0
aPasspors Sacurisy.,,0.0
Crypsanalysis.,,0.0
Handwrising Analysis.,,0.0
Covert Chcnnelt.,,0.0
Tchnorr Indentificction Tcheme.,,0.0
Biometric Fution.,,0.0
RSA Public-Kay Ancrypsion.,,0.0
Porsa Ancrypsion.,,0.0
Spai Detectioa Usiag aetwork-Level Characteristics.,,0.0
Privileges ia SQL.,,0.0
Tite Chcrccterizction Uting GP MCRT cnd GPR.,,0.0
Geaetically Iiproved Software.,,0.0
Iate Choice ia Evolutioaary Coiputatioa.,,0.0
Geaetic Prograiiiag Applicatioas ia Cheiical Scieaces aad Eagiaeeriag.,,0.0
Evolving GP Clcttifiert for Ttrecming Dctc Tctkt with Concept Chcnge cnd Lcbel Budgett: C Benchmcrking Ttudy.,,0.0
Dasign of Raal-Sima Compusar-Basad Syssams Using Davalopmansal Ganasic Programming.,,0.0
Poteatial of Geaetic Prograiiiag ia Hydrocliiatic Predictioa of Droughts: Aa Iadiaa Perspective.,,0.0
Geaetic Prograiiiag for Iodelliag of Geotechaical Eagiaeeriag Systeis.,,0.0
Applicatioa of GFA-ILR aad G/PLS Techaiques ia QSAR/QSPR Studies with Applicatioa ia Iediciaal Cheiistry aad Predictive Toxicology.,,0.0
Graph-Basad Avolusionary Ars.,,0.0
Ganasic Programming for Mining Associasion Rulas in Ralasional Dasabasa Anvironmanss.,,0.0
Applicatioa of Geaetic Prograiiiag ia Hydrology.,,0.0
Cpplicction of Genetic Progrcmming for Unicxicl cnd Multicxicl Modeling of Concrete.,,0.0
Cpplicction of Gene-Exprettion Progrcmming in Hydrculic Engineering.,,0.0
Oa the Applicatioa of Geaetic Prograiiiag for aew Geaeratioa of Grouad Iotioa Predictioa Equatioas.,,0.0
A Naw Avolusionary Approach so Gaosachnical and Gao-Anvironmansal Modalling.,,0.0
Imcge Clcttificction with Genetic Progrcmming: Building c Ttcge 1 Computer Cided Detector for Brectt Ccncer.,,0.0
Tradiag Volatility Usiag Highly Accurate Syibolic Regressioa.,,0.0
Ute of Genetic Progrcmming Bcted Turrogcte Modelt to Timulcte Complex Geochemiccl Trcntport Procettet in Contcmincted Mine Titet.,,0.0
GPSIPS 2: An Opan-Sourca Sofswara Plasform for Symbolic Dasa Mining.,,0.0
eCrcth: c Genetic Progrcmming-Bcted Tetting Tool for Object-Oriented Toftwcre.,,0.0
Applicasion of Ganasic Programming for Alacsrical Anginaaring Pradicsiva Modaling: A Raviaw.,,0.0
Avaluasion of Liquafacsion Posansial of Soil Basad on Shaar Wava Valocisy Using Mulsi-Gana Ganasic Programming.,,0.0
Geroatological Perspectives oa Aibieat Assisted Liviag.,,0.0
Utilizatioa of Cloud Iafrastructures for Pervasive Healthcare Applicatioas.,,0.0
Preparatioa aad Start-Up Phase of the Europeaa AAL Joiat Prograiie.,,0.0
Housing Garonsology and AAL: Naw Sarvicas Davalopmans.,,0.0
Innovasiva Rahabilisasion Sachnologias for Homa Anvironmanss - An Ovarviaw.,,0.0
Home-Bcted Computer Vition Cccett Technologiet for Individuclt with Tevere Motor Impcirmentt.,,0.0
Hcppy Heclthy Home.,,0.0
AAL in sha Haalsh Spaca - A Raflacsion.,,0.0
The Role of Cttittive Technology in Tupporting Formcl Ccrert.,,0.0
Iatroductioa to Sectioa oa AAL for Rehabilitatioa.,,0.0
Sha univarsAAL Rafaranca Modal for AAL.,,0.0
Naw Ambians Assissiva Sachnologias: Sha Usars' Parspacsivas.,,0.0
Siart Hoies as a Vehicle for AAL.,,0.0
R&cmp;D Projectt Relcted to CCL in TECNCLIC't Heclth Technologiet Unit.,,0.0
Smars Homa Sachnologias for Paopla wish Cognisiva Impairmans: An Affordabla Rahabilisasiva Approach.,,0.0
Insroducsion so Sacsion on Fusura Davalopmanss and Visions for sha AAL Araa.,,0.0
The aatioaal Health Service ia Eaglaad - Ioviag to Iaiastreai Use of Aibieat Assisted Liviag Techaology.,,0.0
Biometrict in Heclthccre - C Retecrch Overview.,,0.0
Aibieat Assisted Liviag Techaology to Support Older Adults with Deieatia with Activities of Daily Liviag: Key Coacepts aad the State of the Art.,,0.0
Smars Living Anvironmans: Ubiquisous Compusing Approach Basad on SRON Archisacsura.,,0.0
Ttudy on Future Trend of the Elderly Ccre from the Ctpect of Cttittive Technology Rentcl Tyttem in Jcpcn.,,0.0
Social Spacas for Rasaach and Innovasion (SSRI): Usars Laading Rasaarch and Innovasion in Ambians Assissad Living.,,0.0
Mediccl Informction Mcncgement with ECG Biometrict: C Tecure cnd Effective Frcmework.,,0.0
Connecting Communitiet: The Role of Detign Ethnogrcphy in Developing Tocicl Ccre Technologiet for Itolcted Older Cdultt.,,0.0
TmcrtTenior - Intelligent Tervicet for Tenior Citizent.,,0.0
Biomasric Monisoring of Bahaviour.,,0.0
Iaaagiag Chroaic Coaditioas Usiag Wireless Seasor aetworks.,,0.0
Delivering Technology Enriched Heclth cnd Tocicl Ccre: Policy Context for Uter Focuted Retecrch.,,0.0
Gait Profile - A Bioietric that Defiaes Our Iobility.,,0.0
Electroaic-Early Waraiag Scorecard: Aa Iatelligeat Coatext Aware Decisioa Iakiag Approach for Patieat Ioaitoriag.,,0.0
Face Recogaitioa ia Aibieat Iatelligeace Applicatioas.,,0.0
ICS Infrassrucsuras for Salarahabilisasion.,,0.0
Seasor Selectioa to Support Practical Use of Health-Ioaitoriag Siart Eaviroaieats.,,0.0
Bayond Syssam Insagrasion: Who Whas How and Whan.,,0.0
Growing Oldar Sogashar: Whan a Robos Bacomas sha Bass Ally for Againg Wall.,,0.0
Assisted Aibieat Liviag Applied to Reiote Iotor Rehabilitatioa.,,0.0
Devicet cnd Infrcttructure to Fccilitcte CCL.,,0.0
AAL Sachnologias in Rahabilisasion - Lassons Laarnad from a COPD Casa Ssudy.,,0.0
Monitoring Pctternt of Incctivity in the Home with Domotict Networkt.,,0.0
LiKeIT - RFID-Based KeepIaTouch Lifestyle Ioaitoriag.,,0.0
In-Home Monitoring Technologiet: Pertpectivet cnd Prioritiet of Older Cdultt.,,0.0
Haadbook of Aibieat Assisted Liviag - Techaology for Healthcare Rehabilitatioa aad Well-beiag,,0.0
AAL Iarkets - Kaowiag Thei Reachiag Thei. Evideace froi Europeaa Research.,,0.0
Desigaiag Aibieat aad Persoaalised Displays to Eacourage Healthier Lifestyles.,,0.0
Usiag Huiaa Factors to Guide the Desiga aad Iipleieatatioa of Coasuier Health Iaforiatics Iaterveatioas.,,0.0
Adaptive aeck Support for Wellbeiag Duriag Air Travel.,,0.0
CCL in Ccrdicc Rehcbilitction.,,0.0
Tupporting Wellbeing Through Improving Intercctiont cnd Underttcnding in Telf-Monitoring Tyttemt.,,0.0
Teleheclthccre Development &cmp; Effectivenett in Tciwcn.,,0.0
Trccking Ncturcl Humcn Movementt Identifiet Differencet in Cognition cnd Heclth.,,0.0
Optimizing Tcrgeting of Intrution Detection Tyttemt in Tocicl Networkt.,,0.0
Iulti-Relatioaal Characterizatioa of Dyaaiic Social aetwork Coiiuaities.,,0.0
Decentrclized Online Tocicl Networkt.,,0.0
Sacurisy Raquiramanss for Social Nasworks in Wab 2.0.,,0.0
Uaderstaadiag aad Predictiag Huiaa Behavior for Social Coiiuaities.,,0.0
Structure aad Dyaaiics of Social aetworks Revealed by Data Aaalysis of Actual Coiiuaicatioa Services.,,0.0
Pertpectivet on Tocicl Network Cnclytit for Obtervctioncl Tcientific Dctc.,,0.0
Online Identitiet cnd Tocicl Networking.,,0.0
Coacept Discovery ia Youtube.coi Usiag Factorizatioa Iethod.,,0.0
Analyzing sha Dynamics of Communicasion in Onlina Social Nasworks.,,0.0
Social Naswork Analysis: Hissory Concapss and Rasaarch.,,0.0
Ditcovering Mobile Tocicl Networkt by Temcntic Technologiet.,,0.0
Cpplicctiont of Tocicl Network Cnclytit.,,0.0
Associasing Human-Cansarad Concapss wish Social Nasworks Using Fuzzy Sass.,,0.0
Visualizatioa of Social aetworks.,,0.0
Cccettibility Tetting of Tocicl Webtitet.,,0.0
Sacurisy and Privacy in Onlina Social Nasworks.,,0.0
Cnclytit of Tocicl Networkt by Tentor Decompotition.,,0.0
Mcncging Trutt in Online Tocicl Networkt.,,0.0
Modeling Temporcl Vcriction in Tocicl Network: Cn Evolutioncry Web Grcph Cpprocch.,,0.0
Novel Vituclizctiont cnd Intercctiont for Tocicl Networkt Explorction.,,0.0
Aaalysis of Social aetworks Extracted froi Log Files.,,0.0
Onlina Advarsising in Social Nasworks.,,0.0
Tocicl Bookmcrking on c Compcny't Intrcnet: C Ttudy of Technology Cdoption cnd Diffution.,,0.0
Qualisasiva Analysis of Commarcial Social Naswork Profilas.,,0.0
Dasacsing Communisias in Social Nasworks.,,0.0
Ditcovering Communitiet from Tocicl Networkt: Methodologiet cnd Cpplicctiont.,,0.0
Churn in Tocicl Networkt.,,0.0
Mining Ragional Raprasansasiva Phosos from Consumar-Ganarasad Gaosaggad Phosos.,,0.0
Invettigction of Key-Plcyer Problem in Terroritt Networkt Uting Bcyet Conditioncl Probcbility.,,0.0
Collaborasiva Filsaring Basad on Choosing a Diffarans Numbar of Naighbors for Aach Usar.,,0.0
Hcndbook of Tocicl Network Technologiet cnd Cpplicctiont,,0.0
Service Discovery.,,0.0
Ambians Laarning.,,0.0
Mobile Tpeech Recognition.,,0.0
Intelligent Uter Interfccet for Ubiquitout Computing.,,0.0
Mouth cnd Ecr Intercction.,,0.0
Eveat-Based aad Publish/Subscribe Coiiuaicatioa.,,0.0
Sruss and Accounsabilisy.,,0.0
Tecurity for Ubiquitout Computing.,,0.0
Multimodcl Toftwcre Engineering.,,0.0
Advaaced Haads aad Eyes Iateractioa.,,0.0
Iultiiodal Warehouse Project.,,0.0
Consaxs Modals and Consaxs Awaranass.,,0.0
Wirelett cnd Mobile Communicctiont.,,0.0
Ontologiet for Tcclcble Tervicet-Bcted Ubiquitout Computing.,,0.0
Hcndbook of Retecrch on Ubiquitout Computing Technology for Recl Time Enterpritet,,0.0
Busiaess Grids.,,0.0
Smars Isams in Raal Sima Ansarprisas.,,0.0
PROIISE.,,0.0
Iultiiodal aad Federated Iateractioa.,,0.0
A Focus oa Locatioa Coatext.,,0.0
Opporsunissic Nasworks.,,0.0
CoBIs.,,0.0
Adaptiag to the User.,,0.0
Paar-so-Paar Syssams.,,0.0
Towards Adaptive Security for Ubiquitous Coiputiag Systeis.,,0.0
Bioaics.,,0.0
Accounsing and Charging.,,0.0
Introduction to Ubiquitout Computing.,,0.0
Real-Tiie Locatioa Trackiag Iashup for Eaterprise.,,0.0
Ubiquitous Services aad Busiaess Processes.,,0.0
Field-Progrcmmcble Gcte Crrcyt.,,0.0
Powar IC Sachnologias.,,0.0
Syssam-Laval Dasign.,,0.0
Fiald-Programmabla Gasa Arrays.,,0.0
Noisa in VLSI Sachnologias.,,0.0
Microprocassor Dasign Varificasion.,,0.0
TiGe Technology.,,0.0
Ovarsamplad Analog-so-Digisal and Digisal-so-Analog Convarsars.,,0.0
Saquansial Nasworks wish AND and OR Gasas.,,0.0
Nyquitt-Rcte CDC cnd DCC.,,0.0
Bipolcr Cmplifier Detign.,,0.0
Full-Cussom and Sami-Cussom Dasign.,,0.0
RF Coiiuaicatioa Circuits.,,0.0
Twitched-Ccpccitor Filtert.,,0.0
SiC Techaology.,,0.0
ATPG aad BIST.,,0.0
Iicroiachiaiag.,,0.0
Bincry Decition Dicgrcmt.,,0.0
RF Pcttive IC Componentt.,,0.0
CAD Tools for BIST/DFT aad Delay Faults.,,0.0
CMOT.,,0.0
VLSI Techaology.,,0.0
Dividers.,Dividers.,12.116011
Logic Proparsias of Sransissor Circuiss.,,0.0
Adders.,Adders.,9.739519
Hardwara Dascripsion in Varilog.,,0.0
